ThreadID: 00f7bce8827f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 108, AID: 0, Miner created.
ThreadID: 00f7bce8827f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 263482, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 263632, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (0/20), iron: (1/20).
ThreadID: 00f7bce8827f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 263641, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 263785, AID: 5, Transporter is traveling to miner.
ThreadID: 00c73ce7827f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 264089, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 264243, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00e73ce8827f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 264255, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 264396, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00e73ce8827f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 264427, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 264550, AID: 5, Transporter is traveling to miner.
ThreadID: 00b7bce6827f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 264571, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00b7bce6827f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 264746, AID: 11, Smelter finished producing Copper ingot. 56 ingots are produced.
ThreadID: 00c73ce7827f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 264855, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 265009, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00d7bce7827f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 265021, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 265164, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00d7bce7827f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 265188, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 265319, AID: 5, Transporter is traveling to miner.
ThreadID: 00a73ce6827f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 265338, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a73ce6827f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 265507, AID: 15, Foundry finished producing steel ingot. 112 steel ingots are produced.
ThreadID: 00c73ce7827f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 265626, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 265781, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00f7bce8827f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 265786, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 265934, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (0/20), iron: (1/20).
ThreadID: 00f7bce8827f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 265946, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 266086, AID: 5, Transporter is traveling to miner.
ThreadID: 00c73ce7827f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 266391, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 266546, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00e73ce8827f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 266562, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 266698, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 00e73ce8827f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 266730, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 266852, AID: 5, Transporter is traveling to miner.
ThreadID: 00c73ce7827f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 267157, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 267311, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00d7bce7827f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 267322, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 267465, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00d7bce7827f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 267497, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 267620, AID: 5, Transporter is traveling to miner.
ThreadID: 00a73ce6827f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 267641, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a73ce6827f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 267813, AID: 15, Foundry finished producing steel ingot. 113 steel ingots are produced.
ThreadID: 00c73ce7827f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 267925, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 268080, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00f7bce8827f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 268084, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 268233, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (0/20), iron: (1/20).
ThreadID: 00f7bce8827f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 268247, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 268387, AID: 5, Transporter is traveling to miner.
ThreadID: 00c73ce7827f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 268692, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 268846, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00e73ce8827f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 268858, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 268998, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00e73ce8827f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 269027, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 269152, AID: 5, Transporter is traveling to miner.
ThreadID: 00b7bce6827f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 269173, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00b7bce6827f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 269347, AID: 11, Smelter finished producing Copper ingot. 57 ingots are produced.
ThreadID: 00c73ce7827f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 269456, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 269609, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00d7bce7827f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 269625, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 269761, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00d7bce7827f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 269794, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 269916, AID: 5, Transporter is traveling to miner.
ThreadID: 00a73ce6827f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 269937, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a73ce6827f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 270110, AID: 15, Foundry finished producing steel ingot. 114 steel ingots are produced.
ThreadID: 00c73ce7827f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 270219, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 270372, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00f7bce8827f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 270376, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 270528, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (0/20), iron: (1/20).
ThreadID: 00f7bce8827f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 270535, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 270680, AID: 5, Transporter is traveling to miner.
ThreadID: 00c73ce7827f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 270983, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 271136, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00e73ce8827f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 271152, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 271289, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 00e73ce8827f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 271321, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 271441, AID: 5, Transporter is traveling to miner.
ThreadID: 00c73ce7827f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 271745, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 271898, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00d7bce7827f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 271914, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 272050, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00d7bce7827f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 272084, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 272206, AID: 5, Transporter is traveling to miner.
ThreadID: 00a73ce6827f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 272228, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a73ce6827f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 272401, AID: 15, Foundry finished producing steel ingot. 115 steel ingots are produced.
ThreadID: 00c73ce7827f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 272512, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 272666, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00f7bce8827f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 272670, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 272819, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (0/20), iron: (1/20).
ThreadID: 00f7bce8827f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 272830, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 272972, AID: 5, Transporter is traveling to miner.
ThreadID: 00c73ce7827f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 273278, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 273432, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00e73ce8827f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 273444, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 273585, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00e73ce8827f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 273617, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 273741, AID: 5, Transporter is traveling to miner.
ThreadID: 00b7bce6827f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 273763, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00b7bce6827f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 273936, AID: 11, Smelter finished producing Copper ingot. 58 ingots are produced.
ThreadID: 00c73ce7827f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 274045, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 274201, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00d7bce7827f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 274213, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 274355, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00d7bce7827f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 274379, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 274511, AID: 5, Transporter is traveling to miner.
ThreadID: 00a73ce6827f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 274529, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a73ce6827f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 274700, AID: 15, Foundry finished producing steel ingot. 116 steel ingots are produced.
ThreadID: 00c73ce7827f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 274817, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 274972, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00f7bce8827f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 274977, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 275126, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (0/20), iron: (1/20).
ThreadID: 00f7bce8827f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 275139, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 275278, AID: 5, Transporter is traveling to miner.
ThreadID: 00c73ce7827f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 275582, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 275736, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00e73ce8827f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 275752, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 275890, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 00e73ce8827f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 275922, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 276043, AID: 5, Transporter is traveling to miner.
ThreadID: 00c73ce7827f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 276348, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 276501, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00d7bce7827f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 276512, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 276654, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00d7bce7827f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 276677, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 276807, AID: 5, Transporter is traveling to miner.
ThreadID: 00a73ce6827f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 276829, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a73ce6827f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 277001, AID: 15, Foundry finished producing steel ingot. 117 steel ingots are produced.
ThreadID: 00c73ce7827f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 277113, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 277269, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00f7bce8827f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 277274, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 277423, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (0/20), iron: (1/20).
ThreadID: 00f7bce8827f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 277435, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 277576, AID: 5, Transporter is traveling to miner.
ThreadID: 00c73ce7827f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 277882, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 278042, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00e73ce8827f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 278060, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 278194, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00e73ce8827f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 278230, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 278348, AID: 5, Transporter is traveling to miner.
ThreadID: 00b7bce6827f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 278369, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00b7bce6827f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 278541, AID: 11, Smelter finished producing Copper ingot. 59 ingots are produced.
ThreadID: 00c73ce7827f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 278652, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 278806, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00d7bce7827f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 278822, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 278959, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00d7bce7827f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 278991, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 279114, AID: 5, Transporter is traveling to miner.
ThreadID: 00a73ce6827f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 279135, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a73ce6827f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 279308, AID: 15, Foundry finished producing steel ingot. 118 steel ingots are produced.
ThreadID: 00c73ce7827f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 279418, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 279571, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00f7bce8827f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 279575, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 279725, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (0/20), iron: (1/20).
ThreadID: 00f7bce8827f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 279737, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 279877, AID: 5, Transporter is traveling to miner.
ThreadID: 00c73ce7827f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 280182, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 280335, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 00e73ce8827f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 280352, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 280489, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 00e73ce8827f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 280520, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 280641, AID: 5, Transporter is traveling to miner.
ThreadID: 00c73ce7827f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 280946, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 281100, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00d7bce7827f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 281116, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 281253, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00d7bce7827f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 281286, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 281406, AID: 5, Transporter is traveling to miner.
ThreadID: 00a73ce6827f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 281428, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00a73ce6827f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 281619, AID: 15, Foundry finished producing steel ingot. 119 steel ingots are produced.
ThreadID: 00c73ce7827f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 281711, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 281865, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 00f7bce8827f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 281869, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00c73ce7827f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 282018, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (0/20), iron: (1/20).
ThreadID: 00f7bce8827f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 282030, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00c73ce7827f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 282172, AID: 5, Transporter is traveling to miner.
ThreadID: 00c73ce7827f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 282475, AID: 6, Transporter take Copper from miner, current fill 19/20.
