ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 74, AID: 0, Miner created.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 451381, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 451519, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 451533, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 451552, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 451673, AID: 5, Transporter is traveling to miner.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 451687, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 451702, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 451840, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 451875, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 451979, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 451994, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 451998, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 452133, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 452155, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 453275, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 453316, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 453412, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 453430, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 453433, AID: 15, Foundry finished producing steel ingot. 239 steel ingots are produced.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 453568, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 453590, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 453721, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 453737, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 453764, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 453875, AID: 5, Transporter is traveling to miner.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 453891, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 453895, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 453892, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 454061, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 454065, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 454065, AID: 11, Smelter finished producing Copper ingot. 120 ingots are produced.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 454179, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 454217, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 454220, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 454334, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 454355, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 454487, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 454525, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 454527, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 454641, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 454644, AID: 15, Foundry finished producing steel ingot. 240 steel ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 454679, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 454700, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 456012, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 456035, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 456148, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 456166, AID: 5, Transporter is traveling to miner.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 456303, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 456319, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 456457, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 456470, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 456488, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 456612, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 456616, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 456625, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 456641, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 456778, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 456812, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 456917, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 456932, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 456945, AID: 15, Foundry finished producing steel ingot. 241 steel ingots are produced.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 457072, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 457088, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 457225, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 457256, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 457259, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 457378, AID: 5, Transporter is traveling to miner.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 457394, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 457420, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 457461, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 457684, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 458780, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 458784, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 458784, AID: 11, Smelter finished producing Copper ingot. 121 ingots are produced.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 458804, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 458945, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 458948, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 458946, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 458970, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 459121, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 459264, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 459276, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 459279, AID: 15, Foundry finished producing steel ingot. 242 steel ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 459419, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 459435, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 459572, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 459587, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 459605, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 459726, AID: 5, Transporter is traveling to miner.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 459739, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 459772, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 459903, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 459941, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 460032, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 460057, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 460061, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 460186, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 460202, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 460361, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 461471, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 461503, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 461507, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 461525, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 461626, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 461629, AID: 15, Foundry finished producing steel ingot. 243 steel ingots are produced.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 461657, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 461677, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 461811, AID: 5, Transporter is traveling to miner.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 461828, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 461931, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 461997, AID: 11, Smelter finished producing Copper ingot. 122 ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 462085, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 462101, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 462115, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 462239, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 462272, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 462286, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 462395, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 462397, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 462396, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 462442, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 462558, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 462703, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 462713, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 462716, AID: 15, Foundry finished producing steel ingot. 244 steel ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 462858, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 462874, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 463025, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 464217, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 464249, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 464251, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 464273, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 464371, AID: 5, Transporter is traveling to miner.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 464403, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 464444, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 464557, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 464560, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 00f7afe9a37f0000, MID: 1, TID: 2, SID: 0, FID: 0, time stamp: 464675, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 464720, AID: 15, Foundry finished producing steel ingot. 245 steel ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 464830, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 464846, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 2, TID: 1, SID: 0, FID: 0, time stamp: 464871, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 464983, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (0/20), iron: (1/20).
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 465017, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 465026, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 465042, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 465137, AID: 5, Transporter is traveling to miner.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 1, FID: 0, time stamp: 465184, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 2/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 465229, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 465339, AID: 5, Transporter is traveling to miner.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 465355, AID: 10, Smelter started producing Copper ingot. Waiting Ore 2/20.
ThreadID: 00f7afe9a37f0000, MID: 3, TID: 2, SID: 0, FID: 0, time stamp: 465442, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00e72fe9a37f0000, MID: 0, TID: 0, SID: 1, FID: 0, time stamp: 465524, AID: 11, Smelter finished producing Copper ingot. 123 ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 465597, AID: 5, Transporter is traveling to foundry, carrying: Coal.
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 465614, AID: 1, Miner started mining Coal, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 1, TID: 1, SID: 0, FID: 0, time stamp: 465643, AID: 6, Transporter take Iron from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 0, FID: 1, time stamp: 466971, AID: 7, Transporter put Coal ore to foundry. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 0017b0eaa37f0000, MID: 3, TID: 0, SID: 0, FID: 0, time stamp: 466998, AID: 2, Miner finished mining Coal, current capacity: 20/20.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 466999, AID: 1, Miner started mining Iron, current capacity: 19/20.
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 467127, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 467130, AID: 14, Foundry started producing steel ingot. Waiting Ore coal: (1/20), iron: (1/20).
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 467128, AID: 5, Transporter is traveling to foundry, carrying: Iron.
ThreadID: 0037b0eba37f0000, MID: 1, TID: 0, SID: 0, FID: 0, time stamp: 467171, AID: 2, Miner finished mining Iron, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 467291, AID: 7, Transporter put Iron ore to foundry. Waiting Ore coal: (1/20), iron: (2/20).
ThreadID: 00f7afe9a37f0000, MID: 2, TID: 2, SID: 0, FID: 0, time stamp: 467434, AID: 6, Transporter take Copper from miner, current fill 19/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 467446, AID: 5, Transporter is traveling to miner.
ThreadID: 00d7afe8a37f0000, MID: 0, TID: 0, SID: 0, FID: 1, time stamp: 467450, AID: 15, Foundry finished producing steel ingot. 246 steel ingots are produced.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 467588, AID: 5, Transporter is traveling to smelter, carrying: Copper.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 467604, AID: 1, Miner started mining Copper, current capacity: 19/20.
ThreadID: 000730eaa37f0000, MID: 3, TID: 1, SID: 0, FID: 0, time stamp: 467736, AID: 6, Transporter take Coal from miner, current fill 19/20.
ThreadID: 00f7afe9a37f0000, MID: 0, TID: 2, SID: 1, FID: 0, time stamp: 467751, AID: 7, Transporter put Copper ore to smelter. Waiting Ore 1/20.
ThreadID: 002730eba37f0000, MID: 2, TID: 0, SID: 0, FID: 0, time stamp: 467756, AID: 2, Miner finished mining Copper, current capacity: 20/20.
ThreadID: 000730eaa37f0000, MID: 0, TID: 1, SID: 0, FID: 1, time stamp: 467890, AID: 5, Transporter is traveling to foundry, carrying: Coal.
